"Date","Start.of.Night","Time.to.Z","Total.Z","Time.in.Wake","Rise.Time","Morning.Caffeine.r","Morning.Caffeine","Caffeine","MP"
2015-04-05,445,12,547,55,576,0,NA,0,3
2015-04-06,485,2,534,24,536,NA,NA,NA,4
2015-04-07,455,33,429,16,446,1,NA,1,4
2015-04-08,430,17,639,5,606,NA,NA,NA,3
2015-04-09,455,35,557,21,561,1,NA,1,4
2015-04-10,495,19,525,42,566,0,NA,0,4
2015-04-11,460,2,598,26,566,1,NA,1,4
2015-04-12,490,4,599,28,606,0,NA,0,3
2015-04-13,455,20,576,65,626,1,NA,1,3
2015-04-14,505,8,593,13,621,0,NA,0,3
2015-04-15,440,3,637,14,611,0,NA,0,4
2015-04-16,500,1,516,24,536,1,NA,1,3
2015-04-17,450,31,526,41,556,0,NA,0,3
2015-04-18,465,24,614,22,626,1,NA,1,4
2015-04-19,595,1,373,0,596,1,NA,1,3
2015-04-20,470,41,518,41,566,0,NA,0,4
2015-04-21,460,1,560,32,611,0,NA,0,2
2015-04-22,505,1,580,20,606,NA,NA,NA,3
2015-04-23,580,2,337,12,466,NA,NA,NA,4
2015-04-24,480,18,565,33,601,1,NA,1,2
2015-04-25,560,2,512,20,591,1,NA,1,3
2015-04-26,465,2,518,89,571,NA,NA,NA,3
2015-04-27,490,1,592,33,616,0,NA,0,4
2015-04-28,470,7,555,64,586,0,NA,0,3
2015-04-29,490,5,554,53,616,0,NA,0,3
2015-04-30,490,4,567,49,611,1,NA,1,3
2015-05-01,495,10,595,21,621,0,NA,0,4
2015-05-02,490,2,620,36,631,0,NA,0,3
2015-05-03,480,5,543,69,601,1,NA,1,4
2015-05-04,515,1,491,37,626,1,NA,1,4
2015-05-05,450,23,561,88,606,0,NA,0,4
2015-05-06,475,39,589,52,666,1,NA,1,3
2015-05-07,475,27,533,89,611,NA,NA,NA,3
2015-05-08,430,21,602,97,661,0,NA,0,2
2015-05-09,525,2,558,49,646,1,NA,1,3
2015-05-10,450,33,596,26,631,0,NA,0,3
2015-05-11,465,27,465,19,626,0,NA,0,3
2015-05-12,480,2,569,47,586,NA,NA,NA,4
2015-05-13,580,1,257,28,381,1,NA,1,3
2015-05-14,505,1,414,110,601,1,NA,1,3
2015-05-15,450,17,597,50,616,0,NA,0,4
2015-05-16,465,32,588,32,631,0,NA,0,2
2015-05-17,460,37,523,43,581,1,NA,1,3
2015-05-18,605,1,416,72,646,1,NA,1,3
2015-05-19,510,2,475,13,576,0,NA,0,4
2015-05-20,690,2,422,34,621,0,NA,0,3
2015-05-21,505,2,453,38,521,1,NA,1,2
2015-05-22,540,3,511,79,636,NA,NA,NA,2
2015-05-23,515,1,490,72,596,NA,NA,NA,4
2015-05-24,450,7,568,103,651,1,NA,1,4
2015-05-25,470,56,552,46,636,0,NA,0,4
2015-05-26,455,28,617,67,666,1,NA,1,3
2015-05-27,NA,NA,NA,NA,NA,0,NA,0,4
2015-05-28,160,20,181,64,606,0,NA,0,3
2015-05-28,450,19,606,23,601,0,NA,0,3
2015-05-29,480,45,468,75,576,1,NA,1,3
2015-05-30,470,25,550,36,566,0,NA,0,4
2015-05-31,495,13,559,36,591,1,NA,1,4
2015-06-01,470,14,585,26,601,0,NA,0,4
2015-06-02,450,62,504,83,576,1,NA,1,2
2015-06-03,495,31,577,16,621,1,NA,1,3
2015-06-04,505,17,520,61,586,0,NA,0,2
2015-06-05,505,25,500,35,551,0,NA,0,3
2015-06-06,465,17,367,9,606,1,NA,1,4
2015-06-07,445,5,584,30,556,1,NA,1,4
2015-06-08,480,13,598,13,596,0,NA,0,3
2015-06-09,485,16,587,7,601,0,NA,0,2
2015-06-10,500,21,539,17,566,1,NA,1,3
2015-06-11,510,20,579,23,651,0,NA,0,3
2015-06-12,465,20,565,54,616,1,NA,1,4
2015-06-13,485,2,600,7,601,1,NA,1,4
2015-06-14,505,7,544,16,566,0,NA,0,3
2015-06-15,520,6,549,16,596,NA,NA,NA,4
2015-06-16,485,10,557,35,591,NA,NA,NA,4
2015-06-17,495,10,517,35,566,0,NA,0,3
2015-06-18,470,30,506,41,541,NA,NA,NA,3
2015-06-19,460,24,573,38,606,1,NA,1,3
2015-06-20,525,5,478,62,561,1,NA,1,3
2015-06-21,500,5,565,41,601,0,NA,0,4
2015-06-22,550,1,526,11,591,1,NA,1,4
2015-06-23,465,25,537,27,566,0,NA,0,3
2015-06-24,535,1,490,25,551,0,NA,0,3
2015-06-25,495,10,570,26,596,1,NA,1,3
2015-06-26,495,1,531,37,576,NA,NA,NA,3
2015-06-27,475,22,519,42,561,0,NA,0,3
2015-06-28,495,1,527,36,566,1,NA,1,4
2015-06-29,455,43,513,45,556,1,NA,1,3
2015-06-30,475,6,557,19,576,0,NA,0,4
2015-07-01,475,3,489,58,506,0,NA,0,3
2015-07-02,460,1,557,35,561,1,NA,1,3
2015-07-03,480,5,547,59,586,0,NA,0,3
2015-07-04,560,1,486,30,576,1,NA,1,3
2015-07-05,515,1,552,39,606,1,NA,1,3
2015-07-06,505,3,488,23,501,0,NA,0,3
2015-07-07,520,26,423,55,501,1,NA,1,4
2015-07-08,550,3,435,58,516,NA,NA,NA,3
2015-07-09,480,1,494,69,541,0,NA,0,4
2015-07-10,510,2,531,41,576,1,NA,1,3
2015-07-11,445,24,541,65,581,0,NA,0,3
2015-07-12,465,6,570,38,596,1,NA,1,3
2015-07-13,565,2,498,48,611,NA,NA,NA,2
2015-07-14,520,3,520,31,566,0,NA,0,3
2015-07-15,545,18,382,119,586,1,NA,1,4
2015-07-16,515,1,460,47,496,0,NA,0,3
2015-07-17,640,30,260,19,461,1,NA,1,4
2015-07-18,580,1,445,51,571,0,NA,0,4
2015-07-19,560,30,393,99,571,1,NA,1,3
2015-07-20,610,1,386,69,551,0,NA,0,3
2015-07-21,530,8,440,68,531,NA,NA,NA,3
2015-07-22,500,1,527,32,571,0,NA,0,3
2015-07-23,490,1,466,53,491,1,NA,1,3
2015-07-24,490,1,456,38,491,NA,NA,NA,3
2015-07-25,505,1,499,52,551,NA,NA,NA,3
2015-07-26,605,1,425,39,576,0,NA,0,4
2015-07-27,560,2,439,69,581,0,NA,0,4
2015-07-28,575,3,386,65,556,NA,NA,NA,3
2015-07-29,550,2,465,44,531,NA,NA,NA,3
2015-07-30,485,10,543,33,561,1,NA,1,3
2015-07-31,495,4,515,89,586,NA,NA,NA,3
2015-08-01,480,27,514,16,526,NA,NA,NA,4
2015-08-02,NA,NA,NA,NA,NA,NA,NA,NA,3
2015-08-03,135,1,210,1,576,NA,NA,NA,4
2015-08-03,490,26,544,8,571,NA,NA,NA,4
2015-08-04,470,27,523,14,581,NA,NA,NA,3
2015-08-05,475,27,509,16,531,NA,NA,NA,3
2015-08-06,435,24,561,14,516,NA,NA,NA,3
2015-08-07,470,20,507,9,541,1,NA,1,3
2015-08-08,450,8,575,11,581,NA,NA,NA,3
2015-08-09,505,29,511,7,561,0,NA,0,3
2015-08-10,480,19,621,9,636,0,NA,0,3
2015-08-11,455,2,613,5,596,1,NA,1,3
2015-08-12,515,5,489,5,641,1,NA,1,4
2015-08-13,445,37,608,7,611,0,NA,0,3
2015-08-14,530,18,532,14,616,0,NA,0,3
2015-08-15,490,3,550,3,566,1,NA,1,3
2015-08-16,465,2,328,2,491,NA,NA,NA,3
2015-08-17,550,21,537,2,621,NA,NA,NA,4
2015-08-18,500,35,525,11,606,NA,NA,NA,3
2015-08-19,485,3,558,18,636,NA,NA,NA,3
2015-08-20,640,16,400,4,571,NA,NA,NA,4
2015-08-21,540,5,592,9,651,NA,NA,NA,1
2015-08-22,530,2,443,0,496,NA,NA,NA,3
2015-08-23,520,15,396,0,541,NA,NA,NA,4
2015-08-24,580,6,457,3,566,NA,NA,NA,3
2015-08-25,500,2,533,50,621,1,NA,1,3
2015-08-26,465,1,562,10,561,0,NA,0,3
2015-08-27,435,2,557,35,536,1,NA,1,2
2015-08-28,445,1,550,9,531,NA,NA,NA,2
2015-08-29,450,24,552,16,531,0,NA,0,3
2015-08-30,465,20,611,30,621,1,NA,1,3
2015-08-31,480,18,580,55,641,NA,NA,NA,4
2015-09-01,475,12,591,12,611,0,NA,0,3
2015-09-02,505,1,525,9,566,0,NA,0,2
2015-09-03,515,2,511,24,546,1,NA,1,3
2015-09-04,455,1,580,13,586,NA,NA,NA,3
2015-09-05,515,11,519,12,536,NA,NA,NA,4
2015-09-06,430,1,573,32,556,NA,NA,NA,4
2015-09-07,440,3,578,34,576,NA,NA,NA,4
2015-09-08,465,2,549,2,551,1,NA,1,3
2015-09-09,525,2,542,23,591,0,NA,0,2
2015-09-10,485,0,500,35,531,1,NA,1,4
2015-09-11,485,1,530,11,546,0,NA,0,3
2015-09-12,85,7,238,38,606,NA,NA,NA,3
2015-09-13,485,2,616,6,616,NA,NA,NA,3
2015-09-14,460,2,436,16,561,1,NA,1,4
2015-09-15,455,2,636,5,626,0,NA,0,3
2015-09-16,505,1,587,7,616,NA,NA,NA,3
2015-09-17,485,1,631,14,621,NA,NA,NA,3
2015-09-18,480,2,583,12,616,NA,NA,NA,4
2015-09-19,525,13,579,7,636,1,NA,1,2
2015-09-20,505,2,582,22,631,0,NA,0,4
2015-09-21,NA,NA,NA,NA,NA,NA,NA,NA,4
2015-09-22,295,1,71,2,586,1,NA,1,2
2015-09-22,455,7,615,12,616,1,NA,1,2
2015-09-23,590,2,508,7,611,0,NA,0,3
2015-09-24,565,1,522,5,601,0,NA,0,4
2015-09-25,530,18,502,16,556,1,NA,1,4
2015-09-26,545,4,558,4,626,0,NA,0,3
2015-09-27,515,1,588,7,626,NA,NA,NA,3
2015-09-28,515,1,576,7,606,1,NA,1,3
2015-09-29,445,10,171,3,856,0,NA,0,3
2015-09-30,510,15,595,10,631,NA,NA,NA,4
2015-10-01,465,9,588,3,571,NA,NA,NA,4
2015-10-02,445,8,500,6,456,1,NA,1,3
2015-10-03,385,3,555,12,576,NA,NA,NA,4
2015-10-04,480,1,528,27,566,NA,NA,NA,NA
2015-10-05,485,1,527,21,556,NA,NA,NA,NA
2015-10-06,415,1,605,16,591,NA,NA,NA,NA
2015-10-07,425,4,522,4,571,NA,NA,NA,NA
2015-10-08,585,6,433,2,621,NA,NA,NA,NA
2015-10-09,520,43,485,3,591,NA,NA,NA,NA
2015-10-10,515,6,428,0,531,NA,NA,NA,NA
2015-10-11,520,4,535,0,586,NA,NA,NA,NA
2015-10-12,570,2,420,2,566,NA,NA,NA,NA
2015-10-13,455,1,502,4,501,NA,NA,NA,NA
2015-10-14,495,1,383,5,511,NA,NA,NA,NA
2015-10-15,580,1,223,0,351,NA,NA,NA,NA
2015-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-17,530,8,410,3,461,NA,NA,NA,NA
2015-10-18,435,1,605,7,586,NA,NA,NA,NA
2015-10-19,460,10,601,3,726,NA,NA,NA,4
2015-10-20,450,2,396,0,396,NA,NA,NA,3
2015-10-21,NA,NA,NA,NA,NA,1,NA,1,4
2015-10-22,NA,NA,NA,NA,NA,0,NA,0,3
2015-10-23,555,1,460,3,581,0,NA,0,2
2015-10-24,NA,NA,NA,NA,NA,NA,NA,NA,3
2015-10-25,NA,NA,NA,NA,NA,NA,NA,NA,4
2015-10-26,NA,NA,NA,NA,NA,1,NA,1,4
2015-10-27,NA,NA,NA,NA,NA,1,NA,1,3
2015-10-28,NA,NA,NA,NA,NA,0,NA,0,2
2015-10-29,NA,NA,NA,NA,NA,0,NA,0,2
2015-10-30,NA,NA,NA,NA,NA,NA,NA,NA,3
2015-10-31,NA,NA,NA,NA,NA,1,NA,1,3
2015-11-01,NA,NA,NA,NA,NA,0,NA,0,4
2015-11-02,NA,NA,NA,NA,NA,1,NA,1,3
2015-11-03,NA,NA,NA,NA,NA,NA,NA,NA,3
2015-11-04,NA,NA,NA,NA,NA,NA,NA,NA,3
2015-11-05,NA,NA,NA,NA,NA,NA,NA,NA,3
2015-11-06,NA,NA,NA,NA,NA,0,NA,0,2
2015-11-07,NA,NA,NA,NA,NA,1,NA,1,3
2015-11-08,NA,NA,NA,NA,NA,0,NA,0,3
2015-11-09,NA,NA,NA,NA,NA,NA,NA,NA,3
2015-11-10,NA,NA,NA,NA,NA,NA,NA,NA,3
2015-11-11,NA,NA,NA,NA,NA,1,NA,1,3
2015-11-12,NA,NA,NA,NA,NA,NA,NA,NA,4
2015-11-13,NA,NA,NA,NA,NA,NA,NA,NA,3
2015-11-14,405,17,95,45,471,NA,NA,NA,NA
2015-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-27,NA,NA,NA,NA,NA,NA,NA,NA,4
2015-11-28,NA,NA,NA,NA,NA,NA,NA,NA,4
2015-11-29,NA,NA,NA,NA,NA,1,NA,1,4
2015-11-30,NA,NA,NA,NA,NA,0,NA,0,3
2015-12-01,NA,NA,NA,NA,NA,NA,NA,NA,4
2015-12-02,NA,NA,NA,NA,NA,0,NA,0,3
2015-12-03,NA,NA,NA,NA,NA,1,NA,1,3
2015-12-04,NA,NA,NA,NA,NA,NA,NA,NA,3
2015-12-05,NA,NA,NA,NA,NA,1,NA,1,4
2015-12-06,NA,NA,NA,NA,NA,0,NA,0,4
2015-12-07,NA,NA,NA,NA,NA,1,NA,1,2
2015-12-08,NA,NA,NA,NA,NA,0,NA,0,3
2015-12-09,NA,NA,NA,NA,NA,1,NA,1,2
2015-12-10,NA,NA,NA,NA,NA,0,NA,0,3
2015-12-11,NA,NA,NA,NA,NA,1,NA,1,3
2015-12-12,NA,NA,NA,NA,NA,0,NA,0,3
2015-12-13,NA,NA,NA,NA,NA,NA,NA,NA,3
2015-12-14,NA,NA,NA,NA,NA,NA,NA,NA,4
2015-12-15,NA,NA,NA,NA,NA,NA,NA,NA,3
2015-12-16,NA,NA,NA,NA,NA,NA,NA,NA,2
2015-12-17,NA,NA,NA,NA,NA,NA,NA,NA,3
2015-12-18,NA,NA,NA,NA,NA,NA,NA,NA,3
2015-12-19,NA,NA,NA,NA,NA,NA,NA,NA,3
2015-12-20,NA,NA,NA,NA,NA,NA,NA,NA,3
2015-12-21,NA,NA,NA,NA,NA,NA,NA,NA,3
2015-12-22,NA,NA,NA,NA,NA,NA,NA,NA,3
2015-12-23,NA,NA,NA,NA,NA,NA,NA,NA,3
2015-12-24,NA,NA,NA,NA,NA,NA,NA,NA,4
2015-12-25,NA,NA,NA,NA,NA,NA,NA,NA,4
2015-12-26,NA,NA,NA,NA,NA,NA,NA,NA,2
2015-12-27,NA,NA,NA,NA,NA,NA,NA,NA,3
2015-12-28,NA,NA,NA,NA,NA,NA,NA,NA,3
2015-12-29,NA,NA,NA,NA,NA,NA,NA,NA,4
2015-12-30,NA,NA,NA,NA,NA,NA,NA,NA,4
2015-12-31,NA,NA,NA,NA,NA,0,NA,0,4
2016-01-01,NA,NA,NA,NA,NA,1,NA,1,4
2016-01-02,NA,NA,NA,NA,NA,NA,NA,NA,3
2016-01-03,NA,NA,NA,NA,NA,1,NA,1,3
2016-01-04,NA,NA,NA,NA,NA,0,NA,0,4
2016-01-05,NA,NA,NA,NA,NA,0,NA,0,3
2016-01-06,NA,NA,NA,NA,NA,1,NA,1,NA
2016-01-07,NA,NA,NA,NA,NA,NA,NA,NA,3
2016-01-08,NA,NA,NA,NA,NA,NA,NA,NA,4
2016-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-01-11,NA,NA,NA,NA,NA,NA,NA,NA,4
2016-01-12,NA,NA,NA,NA,NA,NA,NA,NA,4
2016-01-13,NA,NA,NA,NA,NA,NA,NA,NA,3
2016-01-14,NA,NA,NA,NA,NA,NA,NA,NA,4
2016-01-15,NA,NA,NA,NA,NA,NA,NA,NA,4
2016-01-16,NA,NA,NA,NA,NA,NA,NA,NA,4
2016-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-01-20,NA,NA,NA,NA,NA,NA,NA,NA,4
2016-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-01-23,NA,NA,NA,NA,NA,NA,NA,NA,3
2016-01-24,NA,NA,NA,NA,NA,NA,NA,NA,4
2016-01-25,NA,NA,NA,NA,NA,NA,NA,NA,4
2016-01-26,NA,NA,NA,NA,NA,NA,NA,NA,3
2016-01-27,NA,NA,NA,NA,NA,NA,NA,NA,2
2016-01-28,NA,NA,NA,NA,NA,NA,NA,NA,2
2016-01-29,NA,NA,NA,NA,NA,NA,NA,NA,3
2016-01-30,NA,NA,NA,NA,NA,NA,NA,NA,3
2016-01-31,NA,NA,NA,NA,NA,1,NA,1,3
2016-02-01,NA,NA,NA,NA,NA,0,NA,0,3
2016-02-02,NA,NA,NA,NA,NA,0,NA,0,4
2016-02-03,NA,NA,NA,NA,NA,NA,NA,NA,3
2016-02-04,NA,NA,NA,NA,NA,1,NA,1,2
2016-02-05,NA,NA,NA,NA,NA,0,NA,0,2
2016-02-06,NA,NA,NA,NA,NA,1,NA,1,2
2016-02-07,NA,NA,NA,NA,NA,1,NA,1,3
2016-02-08,NA,NA,NA,NA,NA,0,NA,0,3
2016-02-09,NA,NA,NA,NA,NA,NA,NA,NA,2
2016-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-12,NA,NA,NA,NA,NA,NA,NA,NA,4
2016-02-13,NA,NA,NA,NA,NA,NA,NA,NA,3
2016-02-14,NA,NA,NA,NA,NA,NA,NA,NA,3
2016-02-15,NA,NA,NA,NA,NA,NA,NA,NA,4
2016-02-16,NA,NA,NA,NA,NA,NA,NA,NA,4
2016-02-17,NA,NA,NA,NA,NA,NA,NA,NA,4
2016-02-18,NA,NA,NA,NA,NA,NA,NA,NA,2
2016-02-19,NA,NA,NA,NA,NA,NA,NA,NA,3
2016-02-20,NA,NA,NA,NA,NA,NA,NA,NA,3
2016-02-21,NA,NA,NA,NA,NA,NA,NA,NA,3
2016-02-22,NA,NA,NA,NA,NA,NA,NA,NA,3
2016-02-23,NA,NA,NA,NA,NA,NA,NA,NA,2
2016-02-24,NA,NA,NA,NA,NA,NA,NA,NA,3
2016-02-25,NA,NA,NA,NA,NA,NA,NA,NA,4
2016-02-26,NA,NA,NA,NA,NA,NA,NA,NA,3
2016-02-27,NA,NA,NA,NA,NA,NA,NA,NA,3
2016-02-28,NA,NA,NA,NA,NA,NA,NA,NA,4
2016-02-29,NA,NA,NA,NA,NA,NA,NA,NA,4
2016-03-01,NA,NA,NA,NA,NA,NA,NA,NA,3
2016-03-02,NA,NA,NA,NA,NA,NA,NA,NA,3
2016-03-03,NA,NA,NA,NA,NA,NA,NA,NA,4
2016-03-04,NA,NA,NA,NA,NA,NA,NA,NA,3
2016-03-05,NA,NA,NA,NA,NA,NA,NA,NA,3
2016-03-06,NA,NA,NA,NA,NA,NA,NA,NA,3
2016-03-07,NA,NA,NA,NA,NA,NA,NA,NA,2
2016-03-08,405,27,533,17,481,NA,NA,NA,3
2016-03-09,440,17,452,14,476,1,NA,1,3
2016-03-10,445,19,509,19,501,0,NA,0,3
2016-03-11,440,11,241,30,496,0,NA,0,3
2016-03-12,435,8,539,6,551,1,NA,1,4
2016-03-13,515,37,514,23,636,NA,NA,NA,3
2016-03-14,490,9,602,6,616,0,NA,0,3
2016-03-15,510,1,589,1,656,1,NA,1,3
2016-03-16,530,11,542,5,641,0,NA,0,2
2016-03-17,510,2,569,8,606,1,NA,1,4
2016-03-18,490,31,495,9,586,0,NA,0,3
2016-03-19,530,36,440,10,601,1,NA,1,4
2016-03-20,510,10,352,2,516,0,NA,0,4
2016-03-21,595,20,483,16,631,NA,NA,NA,2
2016-03-22,495,17,585,6,621,1,NA,1,3
2016-03-23,460,6,602,26,596,1,NA,1,3
2016-03-24,495,31,552,41,616,0,NA,0,4
2016-03-25,490,7,609,7,636,1,NA,1,4
2016-03-26,NA,NA,NA,NA,NA,0,NA,0,2
2016-03-27,525,3,481,9,586,1,NA,1,3
2016-03-28,535,23,360,3,461,0,NA,0,4
2016-03-29,NA,NA,NA,NA,NA,NA,NA,NA,3
2016-03-30,NA,NA,NA,NA,NA,NA,NA,NA,3
2016-03-31,NA,NA,NA,NA,NA,NA,NA,NA,3
2016-04-01,NA,NA,NA,NA,NA,NA,NA,NA,2
2016-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2
2016-04-03,NA,NA,NA,NA,NA,NA,NA,NA,2
2016-04-04,NA,NA,NA,NA,NA,NA,NA,NA,2
2016-04-05,605,1,533,60,716,NA,NA,NA,2
2016-04-06,630,1,484,23,746,NA,NA,NA,2
2016-04-07,555,18,312,47,486,NA,NA,NA,4
2016-04-08,630,2,490,38,701,NA,NA,NA,4
2016-04-09,505,1,670,31,721,NA,NA,NA,2
2016-04-10,590,4,526,11,661,NA,NA,NA,3
2016-04-11,440,13,679,15,681,NA,NA,NA,4
2016-04-12,555,9,556,10,641,NA,NA,NA,4
2016-04-13,515,2,653,10,696,NA,NA,NA,4
2016-04-14,545,1,574,19,646,NA,NA,NA,2
2016-04-15,510,1,582,20,596,NA,NA,NA,3
2016-04-16,580,1,504,26,576,NA,NA,NA,3
2016-04-17,505,23,562,5,606,NA,NA,NA,4
2016-04-18,540,2,561,2,636,NA,NA,NA,2
2016-04-19,530,1,602,4,646,NA,NA,NA,3
2016-04-20,NA,NA,NA,NA,NA,0,NA,0,3
2016-04-21,575,2,500,14,581,1,NA,1,2
2016-04-22,NA,NA,NA,NA,NA,NA,NA,NA,3
2016-04-23,295,1,95,2,626,1,NA,1,4
2016-04-23,545,5,372,3,516,1,NA,1,4
2016-04-24,735,14,268,5,541,NA,NA,NA,4
2016-04-25,525,35,531,7,621,0,NA,0,3
2016-04-26,615,13,455,2,611,NA,NA,NA,3
2016-04-27,590,35,457,14,606,0,NA,0,2
2016-04-28,600,1,421,15,581,1,NA,1,3
2016-04-29,545,16,510,12,571,1,NA,1,2
2016-04-30,625,8,452,2,601,0,NA,0,4
2016-05-01,650,14,460,3,636,0,NA,0,3
2016-05-02,535,2,619,2,671,1,NA,1,3
2016-05-03,545,7,515,4,581,0,NA,0,2
2016-05-04,625,6,125,1,591,1,NA,1,2
2016-05-05,630,2,490,6,676,NA,NA,NA,3
2016-05-06,575,10,531,2,621,NA,NA,NA,3
2016-05-07,535,24,555,6,641,NA,NA,NA,3
2016-05-08,570,17,535,25,636,NA,NA,NA,4
2016-05-09,565,5,213,18,616,NA,NA,NA,4
2016-05-10,520,24,569,2,666,NA,NA,NA,3
2016-05-11,555,13,523,13,616,NA,NA,NA,3
2016-05-12,575,14,491,52,656,NA,NA,NA,3
2016-05-13,550,10,558,1,631,NA,NA,NA,3
2016-05-14,660,3,373,0,576,NA,NA,NA,3
2016-05-15,600,3,252,2,376,NA,NA,NA,2
2016-05-16,560,1,385,2,516,NA,NA,NA,3
2016-05-17,680,2,375,2,616,NA,NA,NA,2
2016-05-18,585,24,393,0,546,NA,NA,NA,3
2016-05-19,545,4,531,9,616,NA,NA,NA,3
2016-05-20,560,8,543,13,626,NA,NA,NA,3
2016-05-21,575,11,445,16,606,NA,NA,NA,4
2016-05-22,630,2,445,7,611,NA,NA,NA,4
2016-05-23,560,4,514,11,601,NA,NA,NA,3
2016-05-24,615,1,394,5,606,NA,NA,NA,3
2016-05-25,530,1,517,7,591,NA,NA,NA,3
2016-05-26,525,7,515,6,576,NA,NA,NA,4
2016-05-27,575,10,516,10,626,NA,NA,NA,3
2016-05-28,515,11,542,6,601,NA,NA,NA,3
2016-05-29,525,1,548,2,591,NA,NA,NA,2
2016-05-30,645,4,474,5,636,NA,NA,NA,3
2016-05-31,630,2,430,21,621,NA,NA,NA,4
2016-06-01,630,4,439,6,601,NA,NA,NA,3
2016-06-02,620,2,362,7,516,NA,NA,NA,4
2016-06-03,625,2,481,0,611,NA,NA,NA,3
2016-06-04,595,1,445,14,586,NA,NA,NA,3
2016-06-05,590,2,487,21,631,NA,NA,NA,3
2016-06-06,NA,NA,NA,NA,NA,NA,NA,NA,4
2016-06-07,590,1,524,8,631,NA,NA,NA,2
2016-06-08,730,11,338,12,596,NA,NA,NA,3
2016-06-09,645,2,426,2,601,NA,NA,NA,3
2016-06-10,730,1,397,5,636,NA,NA,NA,4
2016-06-11,655,2,459,13,626,NA,NA,NA,3
2016-06-12,665,2,458,5,636,NA,NA,NA,4
2016-06-13,680,4,427,10,631,NA,NA,NA,4
2016-06-14,650,1,446,5,601,NA,NA,NA,3
2016-06-15,605,13,458,11,586,NA,NA,NA,2
2016-06-16,675,2,389,5,571,NA,NA,NA,3
2016-06-17,615,1,439,15,611,NA,NA,NA,3
2016-06-18,545,2,473,11,591,NA,NA,NA,3
2016-06-19,735,15,281,10,561,NA,NA,NA,3
2016-06-20,620,2,353,45,516,NA,NA,NA,4
2016-06-21,670,2,362,16,546,NA,NA,NA,4
2016-06-22,590,3,447,18,566,NA,NA,NA,3
2016-06-23,580,3,463,19,581,NA,NA,NA,3
2016-06-24,600,11,359,21,536,NA,NA,NA,3
2016-06-25,NA,NA,NA,NA,NA,NA,NA,NA,3
2016-06-26,NA,NA,NA,NA,NA,NA,NA,NA,4
2016-06-27,145,2,173,7,566,NA,NA,NA,3
2016-06-28,NA,NA,NA,NA,NA,NA,NA,NA,3
2016-06-29,685,2,400,13,606,NA,NA,NA,2
2016-06-30,665,2,421,12,621,NA,NA,NA,4
2016-07-01,675,2,396,40,611,NA,NA,NA,4
2016-07-02,690,1,239,144,626,NA,NA,NA,4
2016-07-03,620,3,424,38,586,NA,NA,NA,3
2016-07-04,615,3,464,18,586,NA,NA,NA,3
2016-07-05,720,2,367,6,606,NA,NA,NA,2
2016-07-06,625,0,443,17,601,NA,NA,NA,3
2016-07-07,770,5,309,7,616,NA,NA,NA,4
2016-07-08,635,2,455,7,611,NA,NA,NA,3
2016-07-09,745,2,360,1,621,NA,NA,NA,4
2016-07-10,705,1,393,7,611,NA,NA,NA,3
2016-07-11,645,2,445,11,616,NA,NA,NA,4
2016-07-12,705,2,351,27,601,NA,NA,NA,4
2016-07-13,745,11,351,3,621,NA,NA,NA,4
2016-07-14,635,1,378,19,536,NA,NA,NA,3
2016-07-15,690,1,394,12,611,NA,NA,NA,2
2016-07-16,710,17,317,28,571,NA,NA,NA,3
2016-07-17,610,1,472,6,601,NA,NA,NA,2
2016-07-18,660,2,420,15,606,NA,NA,NA,3
2016-07-19,635,2,428,20,596,NA,NA,NA,3
2016-07-20,580,10,464,4,576,NA,NA,NA,3
2016-07-21,600,2,482,7,606,NA,NA,NA,3
2016-07-22,610,1,425,23,571,NA,NA,NA,4
2016-07-23,705,1,334,7,581,NA,NA,NA,5
2016-07-24,680,2,388,16,596,NA,NA,NA,4
2016-07-25,630,20,426,4,581,NA,NA,NA,4
