"levelName","cancel_e","n_e","cancel_c","n_c","loss","P","profit"
"                             ¦                       ¦       ¦   °--Experiment  ",3,6,2,2,NA,NA,-4.78580806432381
"                             ¦                       ¦       ¦       ¦--Not.c   ",3,7,2,2,5.37,0.499467320634608,5.37
"                             ¦                       ¦       ¦       °--Canceled",4,7,2,2,-14.92,0.500532679365392,-14.92
"                             ¦                       ¦       °--Canceled        ",4,6,2,2,-14.92,0.572077767436605,-22.2280863297079
"                             ¦                       ¦           °--Experiment  ",4,6,2,2,NA,NA,-7.3080863297079
"                             ¦                       ¦               ¦--Not.c   ",4,7,2,2,5.37,0.375155922636377,5.37
"                             ¦                       ¦               °--Canceled",5,7,2,2,-14.92,0.624844077363623,-14.92
"                             ¦                       °--Canceled                ",4,5,2,2,-14.92,0.666200677955934,-32.8864199388386
"                             ¦                           °--Control             ",4,5,2,2,NA,NA,-17.9664199388386
"                             ¦                               ¦--Not.c           ",4,5,2,3,5.7,0.250249702255448,-0.756677716322689
"                             ¦                               ¦   °--Control     ",4,5,2,3,NA,NA,-6.45667771632269
"                             ¦                               ¦       ¦--Not.c   ",4,5,2,4,5.7,0.400853735025989,5.7
"                             ¦                               ¦       °--Canceled",4,5,3,4,-14.59,0.599146264974011,-14.59
"                             ¦                               °--Canceled        ",4,5,3,3,-14.59,0.749750297744552,-23.7106428888439
"                             ¦                                   °--Experiment  ",4,5,3,3,NA,NA,-9.12064288884395
"                             ¦                                       ¦--Not.c   ",4,6,3,3,5.37,0.285823416025434,5.37
"                             ¦                                       °--Canceled",5,6,3,3,-14.92,0.714176583974566,-14.92
"                             °--Canceled                                        ",2,2,2,2,-14.92,0.666067632695819,-59.4300058619876
"                                 °--Control                                     ",2,2,2,2,NA,NA,-44.5100058619876
"                                     ¦--Not.c                                   ",2,2,2,3,5.7,0.250362929823355,-20.1583340471461
"                                     ¦   °--Control                             ",2,2,2,3,NA,NA,-25.8583340471461
"                                     ¦       ¦--Not.c                           ",2,2,2,4,5.7,0.400794155521888,-7.63204619654817
"                                     ¦       ¦   °--Control                     ",2,2,2,4,NA,NA,-13.3320461965482
"                                     ¦       ¦       ¦--Not.c                   ",2,2,2,5,5.7,0.500360094944147,-0.299004218966703
"                                     ¦       ¦       ¦   °--Control             ",2,2,2,5,NA,NA,-5.9990042189667
"                                     ¦       ¦       ¦       ¦--Not.c           ",2,2,2,6,5.7,0.570962487043821,3.79054406637672
"                                     ¦       ¦       ¦       ¦   °--Control     ",2,2,2,6,NA,NA,-1.90945593362328
"                                     ¦       ¦       ¦       ¦       ¦--Not.c   ",2,2,2,7,5.7,0.624965207805654,5.7
"                                     ¦       ¦       ¦       ¦       °--Canceled",2,2,3,7,-14.59,0.375034792194346,-14.59
"                                     ¦       ¦       ¦       °--Canceled        ",2,2,3,6,-14.59,0.429037512956179,-19.0269205834878
"                                     ¦       ¦       ¦           °--Control     ",2,2,3,6,NA,NA,-4.43692058348785
"                                     ¦       ¦       ¦               ¦--Not.c   ",2,2,3,7,5.7,0.500398196969549,5.7
"                                     ¦       ¦       ¦               °--Canceled",2,2,4,7,-14.59,0.499601803030451,-14.59
"                                     ¦       ¦       °--Canceled                ",2,2,3,5,-14.59,0.499639905055853,-26.3838742337517
"                                     ¦       ¦           °--Control             ",2,2,3,5,NA,NA,-11.7938742337517
"                                     ¦       ¦               ¦--Not.c           ",2,2,3,6,5.7,0.428588190266088,1.26496512720572
"                                     ¦       ¦               ¦   °--Control     ",2,2,3,6,NA,NA,-4.43503487279428
"                                     ¦       ¦               ¦       ¦--Not.c   ",2,2,3,7,5.7,0.500491134904175,5.7
"                                     ¦       ¦               ¦       °--Canceled",2,2,4,7,-14.59,0.499508865095825,-14.59
"                                     ¦       ¦               °--Canceled        ",2,2,4,6,-14.59,0.571411809733912,-21.5886741194849
"                                     ¦       ¦                   °--Control     ",2,2,4,6,NA,NA,-6.9986741194849
"                                     ¦       ¦                       ¦--Not.c   ",2,2,4,7,5.7,0.374141245959344,5.7
"                                     ¦       ¦                       °--Canceled",2,2,5,7,-14.59,0.625858754040656,-14.59
"                                     ¦       °--Canceled                        ",2,2,3,4,-14.59,0.599205844478112,-38.0494528666591
"                                     ¦           °--Control                     ",2,2,3,4,NA,NA,-23.4594528666591
"                                     ¦               ¦--Not.c                   ",2,2,3,5,5.7,0.334139524417193,-6.07055250750161
"                                     ¦               ¦   °--Control             ",2,2,3,5,NA,NA,-11.7705525075016
"                                     ¦               ¦       ¦--Not.c           ",2,2,3,6,5.7,0.429227868329775,1.27496693682228
"                                     ¦               ¦       ¦   °--Control     ",2,2,3,6,NA,NA,-4.42503306317772
"                                     ¦               ¦       ¦       ¦--Not.c   ",2,2,3,7,5.7,0.500984077714257,5.7
"                                     ¦               ¦       ¦       °--Canceled",2,2,4,7,-14.59,0.499015922285743,-14.59
"                                     ¦               ¦       °--Canceled        ",2,2,4,6,-14.59,0.570772131670225,-21.580948270792
"                                     ¦               ¦           °--Control     ",2,2,4,6,NA,NA,-6.99094827079196
"                                     ¦               ¦               ¦--Not.c   ",2,2,4,7,5.7,0.374522017210845,5.7
"                                     ¦               ¦               °--Canceled",2,2,5,7,-14.59,0.625477982789155,-14.59
"                                     ¦               °--Canceled                ",2,2,4,5,-14.59,0.665860475582807,-32.1854834829999
"                                     ¦                   °--Control             ",2,2,4,5,NA,NA,-17.5954834829999
"                                     ¦                       ¦--Not.c           ",2,2,4,6,5.7,0.285854516617951,-1.28839788796837
"                                     ¦                       ¦   °--Control     ",2,2,4,6,NA,NA,-6.98839788796837
"                                     ¦                       ¦       ¦--Not.c   ",2,2,4,7,5.7,0.374647713752175,5.7
"                                     ¦                       ¦       °--Canceled",2,2,5,7,-14.59,0.625352286247825,-14.59
"                                     ¦                       °--Canceled        ",2,2,5,6,-14.59,0.714145483382049,-24.1228006455192
"                                     ¦                           °--Control     ",2,2,5,6,NA,NA,-9.53280064551922
"                                     ¦                               ¦--Not.c   ",2,2,5,7,5.7,0.249245902142966,5.7
"                                     ¦                               °--Canceled",2,2,6,7,-14.59,0.750754097857034,-14.59
"                                     °--Canceled                                ",2,2,3,3,-14.59,0.749637070176645,-52.6429493145091
"                                         °--Experiment                          ",2,2,3,3,NA,NA,-38.0529493145091
"                                             ¦--Not.c                           ",2,3,3,3,5.37,0.25089343290129,-15.0674078957363
"                                             ¦   °--Experiment                  ",2,3,3,3,NA,NA,-20.4374078957363
"                                             ¦       ¦--Not.c                   ",2,4,3,3,5.37,0.399511884048553,-4.19244956964649
"                                             ¦       ¦   °--Experiment          ",2,4,3,3,NA,NA,-9.56244956964649
"                                             ¦       ¦       ¦--Not.c           ",2,5,3,3,5.37,0.500752748491438,2.01770950032229
"                                             ¦       ¦       ¦   °--Experiment  ",2,5,3,3,NA,NA,-3.35229049967771
"                                             ¦       ¦       ¦       ¦--Not.c   ",2,6,3,3,5.37,0.57011875309622,5.37
"                                             ¦       ¦       ¦       °--Canceled",3,6,3,3,-14.92,0.42988124690378,-14.92
"                                             ¦       ¦       °--Canceled        ",3,5,3,3,-14.92,0.499247251508561,-21.1775290011964
"                                             ¦       ¦           °--Experiment  ",3,5,3,3,NA,NA,-6.25752900119642
