"Timestamp","Download","Upload","Latency","Tester","Apartment","Wireless","Cable.modem","Dongle","Repeater","Antenna.local","Antenna.remote","Router.new","Date","Latency.log","Performance.factor"
2016-10-21 12:00:00,1.33,2.44,109,"Google",1,1,0,1,1,0,0,0,2016-10-21,4.69134788222914,-1.51004483935022
2016-10-21 12:00:00,4.9,2.2,217,"Google",1,1,0,1,1,0,0,0,2016-10-21,5.37989735354046,-1.25423112119609
2016-10-21 12:00:00,2.29,2.35,99,"Google",1,1,0,1,1,0,0,0,2016-10-21,4.59511985013459,-1.43918201868969
2016-10-21 12:00:00,3.55,2.28,58,"Google",1,1,0,1,1,0,0,0,2016-10-21,4.06044301054642,-1.34260423249784
2016-10-21 12:00:00,1.71,2.15,75,"Google",1,1,0,1,1,0,0,0,2016-10-21,4.31748811353631,-1.4810023923525
2016-10-21 12:00:00,3.23,2.67,42,"Google",1,1,0,1,1,0,0,0,2016-10-21,3.73766961828337,-1.36101963726216
2016-10-21 12:00:00,2.27,2.6,58,"Google",1,1,0,1,1,0,0,0,2016-10-21,4.06044301054642,-1.43474421213354
2016-10-21 12:00:00,2.21,2.71,96,"Google",1,1,0,1,1,0,0,0,2016-10-21,4.56434819146784,-1.44244831528223
2016-10-21 12:00:00,3.22,2.1,45,"Google",1,1,0,1,1,0,0,0,2016-10-21,3.80666248977032,-1.3660731388069
2016-10-21 12:00:00,2.96,2.22,44,"Google",1,1,0,1,1,0,0,0,2016-10-21,3.78418963391826,-1.38424655436381
2016-10-21 12:00:00,4.88,3.15,42,"Google",1,1,0,1,1,0,0,0,2016-10-21,3.73766961828337,-1.2363460370115
2016-10-21 12:00:00,4.18,1.69,46,"Google",1,1,0,1,1,0,0,0,2016-10-21,3.8286413964891,-1.29826688596222
2016-10-21 12:00:00,2.38,2.25,82,"Google",1,1,0,1,1,0,0,0,2016-10-21,4.40671924726425,-1.4317153190083
2016-10-21 12:00:00,1.07,1.75,102,"Google",1,1,0,1,1,0,0,0,2016-10-21,4.62497281328427,-1.53322271170688
2016-10-21 12:00:00,5.08,2.19,72,"Google",1,1,0,1,1,0,0,0,2016-10-21,4.27666611901606,-1.23225669690859
2016-10-21 12:00:00,0.64,2.66,259,"Google",1,1,0,1,1,0,0,0,2016-10-21,5.55682806169954,-1.56629256638161
2016-10-21 12:00:00,0.35,2.35,539,"Google",1,1,0,1,1,0,0,0,2016-10-21,6.289715570909,-1.59553290267276
2016-10-21 12:00:00,6.4,2.85,200,"Google",1,1,0,1,1,0,0,0,2016-10-21,5.29831736654804,-1.13882966733884
2016-10-21 12:00:00,2.67,1.77,52,"Google",1,1,0,1,1,0,0,0,2016-10-21,3.95124371858143,-1.40990611530281
2016-10-21 12:00:00,1.19,2.01,105,"Google",1,1,0,1,1,0,0,0,2016-10-21,4.65396035015752,-1.5228985445735
2016-10-21 12:00:00,8.68,2.45,18,"Ookla",1,1,0,1,1,0,0,0,2016-10-21,2.89037175789616,-0.954405283939112
2016-10-21 12:00:00,9.27,2.38,23,"Ookla",1,1,0,1,1,0,0,0,2016-10-21,3.13549421592915,-0.913374339788351
2016-10-21 12:00:00,9.89,2.79,16,"Ookla",1,1,0,1,1,0,0,0,2016-10-21,2.77258872223978,-0.862119298727814
2016-10-21 12:00:00,8,2.63,18,"Ookla",1,1,0,1,1,0,0,0,2016-10-21,2.89037175789616,-1.00328854831384
2016-10-21 12:00:00,8.93,2.62,18,"Ookla",1,1,0,1,1,0,0,0,2016-10-21,2.89037175789616,-0.934872373659818
2016-10-21 12:00:00,8.93,2.7,20,"Ookla",1,1,0,1,1,0,0,0,2016-10-21,2.99573227355399,-0.935182643124272
2016-10-21 12:00:00,8.15,2.75,18,"Ookla",1,1,0,1,1,0,0,0,2016-10-21,2.89037175789616,-0.991449822494129
2016-10-21 12:00:00,8.16,2.76,22,"Ookla",1,1,0,1,1,0,0,0,2016-10-21,3.09104245335832,-0.992245451322554
2016-10-21 12:00:00,7.66,2.88,18,"Ookla",1,1,0,1,1,0,0,0,2016-10-21,2.89037175789616,-1.02667258359336
2016-10-21 12:00:00,7.4,1.83,15,"Ookla",1,1,0,1,1,0,0,0,2016-10-21,2.70805020110221,-1.05130667672559
2016-10-21 12:00:00,8.51,2.61,13,"Ookla",1,1,0,1,1,0,0,0,2016-10-21,2.56494935746154,-0.963274360002544
2016-10-21 12:00:00,9,2.78,19,"Ookla",1,1,0,1,1,0,0,0,2016-10-21,2.94443897916644,-0.929090776384118
2016-10-21 12:00:00,7.48,2.75,17,"Ookla",1,1,0,1,1,0,0,0,2016-10-21,2.83321334405622,-1.0403313178412
2016-10-21 12:00:00,8.44,1.62,20,"Ookla",1,1,0,1,1,0,0,0,2016-10-21,2.99573227355399,-0.978403480839005
2016-10-21 12:00:00,8.35,2.8,19,"Ookla",1,1,0,1,1,0,0,0,2016-10-21,2.94443897916644,-0.97682253203891
2016-10-21 12:00:00,8.21,2.24,18,"Ookla",1,1,0,1,1,0,0,0,2016-10-21,2.89037175789616,-0.990402701382318
2016-10-21 12:00:00,6.28,2.16,19,"Ookla",1,1,0,1,1,0,0,0,2016-10-21,2.94443897916644,-1.13348120798613
2016-10-21 12:00:00,8.01,2.73,18,"Ookla",1,1,0,1,1,0,0,0,2016-10-21,2.89037175789616,-1.00189118170385
2016-10-21 12:00:00,7.89,1.77,20,"Ookla",1,1,0,1,1,0,0,0,2016-10-21,2.99573227355399,-1.01791225358029
2016-10-21 12:00:00,7.68,2.38,20,"Ookla",1,1,0,1,1,0,0,0,2016-10-21,2.99573227355399,-1.02934390476354
2016-10-21 12:00:00,7.5,2.81,41,"Google",1,1,0,1,1,0,0,1,2016-10-21,3.71357206670431,-1.04547296469428
2016-10-21 12:00:00,13.6,3.11,298,"Google",1,1,0,1,1,0,0,1,2016-10-21,5.6970934865054,-0.610101486802755
2016-10-21 12:00:00,16.4,2.96,119,"Google",1,1,0,1,1,0,0,1,2016-10-21,4.77912349311153,-0.397599281332047
2016-10-21 12:00:00,15.6,2.9,241,"Google",1,1,0,1,1,0,0,1,2016-10-21,5.48479693349065,-0.462525191282324
2016-10-21 12:00:00,14.2,2.93,212,"Google",1,1,0,1,1,0,0,1,2016-10-21,5.35658627467201,-0.564397446403694
2016-10-21 12:00:00,14.4,2.86,295,"Google",1,1,0,1,1,0,0,1,2016-10-21,5.68697535633982,-0.5527639200062
2016-10-21 12:00:00,14.1,2.77,266,"Google",1,1,0,1,1,0,0,1,2016-10-21,5.5834963087817,-0.574625790223298
2016-10-21 12:00:00,11.6,2.78,224,"Google",1,1,0,1,1,0,0,1,2016-10-21,5.41164605185504,-0.757283248504596
2016-10-21 12:00:00,13.2,2.68,296,"Google",1,1,0,1,1,0,0,1,2016-10-21,5.69035945432406,-0.64234489184844
2016-10-21 12:00:00,13,2.71,314,"Google",1,1,0,1,1,0,0,1,2016-10-21,5.74939298590825,-0.657344093310693
2016-10-21 12:00:00,14.5,2.96,298,"Google",1,1,0,1,1,0,0,1,2016-10-21,5.6970934865054,-0.544819815070859
2016-10-21 12:00:00,12.2,2.77,398,"Google",1,1,0,1,1,0,0,1,2016-10-21,5.98645200528444,-0.717744863644404
2016-10-21 12:00:00,14,2.75,292,"Google",1,1,0,1,1,0,0,1,2016-10-21,5.67675380226828,-0.582864357380759
2016-10-21 12:00:00,8.99,2.85,37,"Google",1,1,0,1,1,0,0,1,2016-10-21,3.61091791264422,-0.934672137570328
2016-10-21 12:00:00,9.01,2.9,41,"Google",1,1,0,1,1,0,0,1,2016-10-21,3.71357206670431,-0.933686416502717
2016-10-21 12:00:00,13.8,2.93,223,"Google",1,1,0,1,1,0,0,1,2016-10-21,5.40717177146012,-0.594255039851324
2016-10-21 12:00:00,14.8,3.06,271,"Google",1,1,0,1,1,0,0,1,2016-10-21,5.6021188208797,-0.521311403427365
2016-10-21 12:00:00,14.6,2.96,256,"Google",1,1,0,1,1,0,0,1,2016-10-21,5.54517744447956,-0.536246303778479
2016-10-21 12:00:00,13.7,2.77,235,"Google",1,1,0,1,1,0,0,1,2016-10-21,5.45958551414416,-0.603093733676376
2016-10-21 12:00:00,12.9,2.39,210,"Google",1,1,0,1,1,0,0,1,2016-10-21,5.34710753071747,-0.663619259877058
2016-10-21 12:00:00,12.5,3.18,33,"Ookla",1,1,0,1,1,0,0,1,2016-10-21,3.49650756146648,-0.673114346685975
2016-10-21 12:00:00,12.8,3.18,40,"Ookla",1,1,0,1,1,0,0,1,2016-10-21,3.68887945411394,-0.652555297750046
2016-10-21 12:00:00,14.68,3.39,38,"Ookla",1,1,0,1,1,0,0,1,2016-10-21,3.63758615972639,-0.512321427313704
2016-10-21 12:00:00,13.42,3.39,40,"Ookla",1,1,0,1,1,0,0,1,2016-10-21,3.68887945411394,-0.605512352168008
2016-10-21 12:00:00,13.91,3.31,39,"Ookla",1,1,0,1,1,0,0,1,2016-10-21,3.66356164612965,-0.569757466593983
2016-10-21 12:00:00,11.8,3.31,41,"Ookla",1,1,0,1,1,0,0,1,2016-10-21,3.71357206670431,-0.725529501044117
2016-10-21 12:00:00,11.82,3.19,34,"Ookla",1,1,0,1,1,0,0,1,2016-10-21,3.52636052461616,-0.723359050192257
2016-10-21 12:00:00,12.74,3.37,35,"Ookla",1,1,0,1,1,0,0,1,2016-10-21,3.55534806148941,-0.65465419810569
2016-10-21 12:00:00,13.18,3.47,35,"Ookla",1,1,0,1,1,0,0,1,2016-10-21,3.55534806148941,-0.621592984164386
2016-10-21 12:00:00,13.27,3.09,38,"Ookla",1,1,0,1,1,0,0,1,2016-10-21,3.63758615972639,-0.618132386020913
2016-10-21 12:00:00,13.95,3.54,38,"Ookla",1,1,0,1,1,0,0,1,2016-10-21,3.63758615972639,-0.565084833821591
2016-10-21 12:00:00,15.59,3.23,26,"Ookla",1,1,0,1,1,0,0,1,2016-10-21,3.25809653802148,-0.443347315162959
2016-10-21 12:00:00,13.34,3.27,39,"Ookla",1,1,0,1,1,0,0,1,2016-10-21,3.66356164612965,-0.611994872748503
2016-10-21 12:00:00,13.77,3.2,39,"Ookla",1,1,0,1,1,0,0,1,2016-10-21,3.66356164612965,-0.580793724064362
2016-10-21 12:00:00,13.63,3.25,30,"Ookla",1,1,0,1,1,0,0,1,2016-10-21,3.40119738166216,-0.588682973466881
2016-10-21 12:00:00,13.43,3.13,39,"Ookla",1,1,0,1,1,0,0,1,2016-10-21,3.66356164612965,-0.606292953159559
2016-10-21 12:00:00,10.82,3.09,36,"Ookla",1,1,0,1,1,0,0,1,2016-10-21,3.58351893845611,-0.798112099524913
2016-10-21 12:00:00,13.06,3.11,41,"Ookla",1,1,0,1,1,0,0,1,2016-10-21,3.71357206670431,-0.634069060812722
2016-10-21 12:00:00,13.57,3.08,38,"Ookla",1,1,0,1,1,0,0,1,2016-10-21,3.63758615972639,-0.596107429549989
2016-10-21 12:00:00,9.36,3.42,35,"Ookla",1,1,0,1,1,0,0,1,2016-10-21,3.55534806148941,-0.903216266467004
2016-10-29 15:29:02,1.23,0.96,38.286,"Ookla",1,1,0,1,1,0,0,1,2016-10-29,3.64508429411426,-1.51885908362255
2016-10-29 15:32:39,1.02,1.04,27.277,"Ookla",1,1,0,1,1,0,0,1,2016-10-29,3.30604385625356,-1.5310939812625
2016-10-29 19:58:01,2.08,0.97,29.521,"Ookla",1,1,0,1,1,0,0,1,2016-10-29,3.38510187449727,-1.45413121502302
2016-10-29 22:45:01,6.72,0.77,33.84,"Ookla",1,1,0,1,1,0,0,1,2016-10-30,3.52164353473802,-1.11486559507608
2016-10-30 15:44:01,4.26,0,36.522,"Ookla",1,1,0,1,1,0,0,1,2016-10-30,3.59791481873984,-1.3017093493625
2016-10-30 18:15:01,9.02,3.95,35.707,"Ookla",1,1,0,1,1,0,0,1,2016-10-30,3.5753467479961,-0.924908772288147
2016-10-30 19:54:01,11.92,3.37,33.943,"Ookla",1,1,0,1,1,0,0,1,2016-10-30,3.52468264717853,-0.714792205999056
2016-10-30 20:39:01,4.64,0,28.359,"Ookla",1,1,0,1,1,0,0,1,2016-10-31,3.34494444011136,-1.2717127444199
2016-10-30 21:31:01,6.68,0.6,38.405,"Ookla",1,1,0,1,1,0,0,1,2016-10-31,3.64818765945065,-1.11994253547164
2016-10-30 22:19:01,4.59,2.63,40.323,"Ookla",1,1,0,1,1,0,0,1,2016-10-31,3.69692202575712,-1.26081340985359
2016-10-31 12:58:01,1.98,1.3,34.469,"Ookla",1,1,0,1,1,0,0,1,2016-10-31,3.54006036937398,-1.46054766211674
